OBJECTID,GEOID_20,GROSS_ACRES,ACRES_LAND,ACRES_WATER,TRBL_STR,NAME,TRACT_NUMB,TRACT_LABEL,WATER,VILLNUMB,VILLNAME,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,COUNCIL_DIST_13,COUNCIL_DIST_24,Shape__Area,Shape__Length
123,530330061002012,3.0023029966917,3.00257748,0,6100.2012,Block 2012,6100,61,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,130780.841674805,1660.38643332679
124,530330029003014,4.46475980410314,4.46494713,0,2900.3014,Block 3014,2900,29,0,0,Outside Villages,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",6,6,194485.715026855,2110.40764573941
125,530330061004010,1.50967557733437,1.50981388,0,6100.4010,Block 4010,6100,61,0,107,Eastlake,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",4,3,65761.7312011719,2388.70469154744
126,530330061002026,2.61581319705425,2.61585756,0,6100.2026,Block 2026,6100,61,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,113945.278686523,1426.94622958547
127,530330100023011,3.10986493969406,3.11006833,0,10002.3011,Block 3011,10002,100.02,0,110,North Beacon Hill,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",2,2,135466.258621216,1576.00988740011
128,530330094002047,5.11238281993455,5.11261033,0,9400.2047,Block 2047,9400,94,0,305,Mt Baker,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",2,2,222696.286437988,2009.03040953418
129,530330013002012,4.01769578154686,4.0179335,0,1300.2012,Block 2012,1300,13,0,0,Outside Villages,9.2,9,Licton Springs,Licton Springs,5,5,175011.528320313,1853.64685259646
130,530330017012013,5.03174296592536,5.03205398,0,1701.2013,Block 2013,1701,17.01,0,0,Outside Villages,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",5,5,219183.600311279,1980.16635350917
131,530330018003012,3.93454106161835,3.93490609,0,1800.3012,Block 3012,1800,18,0,101,Aurora-Licton Springs,9.2,9,Licton Springs,Licton Springs,5,5,171389.294189453,1826.07269651646
132,530330013002001,5.01301449902191,5.01327397,0,1300.2001,Block 2001,1300,13,0,101,Aurora-Licton Springs,9.2,9,Licton Springs,Licton Springs,5,5,218367.785095215,1985.92046090561
133,530330013001019,5.0567366412077,5.05701162,0,1300.1019,Block 1019,1300,13,0,0,Outside Villages,9.2,9,Licton Springs,Licton Springs,5,5,220272.329193115,1989.33047512447
134,530330012021006,5.09574943072053,5.09605427,0,1202.1006,Block 1006,1202,12.02,0,0,Outside Villages,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",5,5,221971.733062744,1999.78535313552
135,530330011002001,7.02816249168668,7.02866546,0,1100.2001,Block 2001,1100,11,0,0,Outside Villages,8.2,8,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",5,5,306147.982727051,2252.28767866412
136,530330011001003,6.96686186815733,6.96738332,0,1100.1003,Block 1003,1100,11,0,0,Outside Villages,8.2,8,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",5,5,303477.716888428,2239.98710270939
137,530330020002011,3.64662266256233,3.64678121,0,2000.2011,Block 2011,2000,20,0,0,Outside Villages,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",5,5,158847.51852417,1945.60014487792
138,530330020003007,5.11524717168331,5.1155756,0,2000.3007,Block 3007,2000,20,0,0,Outside Villages,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",5,5,222821.058105469,2006.38485501404
139,530330100021005,1.52584927526164,1.52587573,0,10002.1005,Block 1005,10002,100.02,0,110,North Beacon Hill,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",2,2,66466.2603149414,1124.67207546516
140,530330100021028,2.0027672959706,2.00278911,0,10002.1028,Block 1028,10002,100.02,0,110,North Beacon Hill,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",2,2,87240.8923950195,1533.40153515162
141,530330100021014,2.10947593890267,2.10953864,0,10002.1014,Block 1014,10002,100.02,0,110,North Beacon Hill,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",2,2,91889.1394500732,1239.5098180234
142,530330095002044,2.64591643591409,2.64600442,0,9500.2044,Block 2044,9500,95,0,305,Mt Baker,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",3,2,115256.580963135,1360.71302490381
143,530330095002046,2.29330183999611,2.29338504,0,9500.2046,Block 2046,9500,95,0,305,Mt Baker,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",3,2,99896.627746582,1264.51980494117
144,530330013001001,6.32969625044139,6.33009855,0,1300.1001,Block 1001,1300,13,0,0,Outside Villages,9.2,9,Licton Springs,Licton Springs,5,5,275722.671539307,2735.89687348191
145,530330100011002,13.7705526283486,13.77093578,0,10001.1002,Block 1002,10001,100.01,0,0,Outside Villages,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",2,2,599847.671920776,3381.8820113498
146,530330035003002,2.21518537897931,2.21529974,0,3500.3002,Block 3002,3500,35,0,0,Outside Villages,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",6,6,96493.8611450195,1270.67659812076
147,530330035002039,0.518677013891273,0.51867419,0,3500.2039,Block 2039,3500,35,0,0,Outside Villages,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",6,6,22593.6611022949,1395.88176565705
148,530330075011007,3.1642059017123,3.16443151,0,7501.1007,Block 1007,7501,75.01,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,137833.36038208,1515.78219222692
149,530330012021004,2.08127190541166,2.08161573,0,1202.1004,Block 1004,1202,12.02,0,301,Northgate,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",5,5,90660.5668029785,1683.97781507991
150,530330082003006,4.50522570162728,4.50547241,0,8200.3006,Block 3006,8200,82,0,414.3,First Hill,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",7,7,196248.416503906,1968.64495506446
152,530330084023003,1.56597494452824,1.5661539,0,8402.3003,Block 3003,8402,84.02,0,414.2,Pike/Pine,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,68214.141418457,1150.70490883244
153,530330083001008,2.26224973527182,2.26224976,0,8300.1008,Block 1008,8300,83,0,414.3,First Hill,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",3,3,98543.9926147461,1256.28748766795
154,530330085001014,0.293129620705599,0.29306698,0,8500.1014,Block 1014,8500,85,0,414.3,First Hill,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",3,7,12768.7773132324,697.378085229186
155,530330086003002,3.11069601710085,3.11080964,0,8600.3002,Block 3002,8600,86,0,414.4,12th Avenue,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",3,3,135502.460540771,1485.71381440989
156,530330086001002,3.76498908623492,3.76514469,0,8600.1002,Block 1002,8600,86,0,414.4,12th Avenue,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",3,3,164003.580657959,1644.84812600323
157,530330063003006,55.0780451900015,0,55.08102495,6300.3006,Block 3006,6300,63,1,0,Outside Villages,6.5,6,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",3,3,2399209.24526978,9328.23175936018
158,530330063001003,7.05776468933094,0,7.058071,6300.1003,Block 1003,6300,63,1,0,Outside Villages,6.5,6,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",3,3,307437.459533691,2521.75673023168
159,530330063001004,0.703412097850342,0,0.70350902,6300.1004,Block 1004,6300,63,1,0,Outside Villages,6.5,6,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",3,3,30640.7536010742,2366.34615364266
160,530330041012025,32.4711328904312,0,32.47310654,4101.2025,Block 2025,4101,41.01,1,0,Outside Villages,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",4,4,1414448.20657349,6587.95144283287
161,530330067032010,2.58767888158595,2.58793466,0,6703.2010,Block 2010,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,112719.742919922,1339.30551415081
162,530330041012023,55.8823466517638,0,55.88560007,4101.2023,Block 2023,4101,41.01,1,0,Outside Villages,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",4,4,2434244.7571106,6889.92369045716
163,530330108001011,11.886913494693,0,11.88700435,10800.1011,Block 1011,10800,108,1,502,Greater Duwamish,2.3,2,Riverview,"Riverview, Delridge",1,1,517796.022949219,4513.735577309
164,530330108001016,0.868834704210341,0.86882252,0,10800.1016,Block 1016,10800,108,0,502,Greater Duwamish,2.3,2,Riverview,"Riverview, Delridge",1,1,37846.5911102295,1222.55027829761
165,530330057001001,7.72302797137802,0,7.72352579,5700.1001,Block 1001,5700,57,1,0,Outside Villages,12.1,12,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",7,6,336416.444122314,5721.7188291671
166,530330078001017,380.442213523359,0,380.46074196,7800.1017,Block 1017,7800,78,1,0,Outside Villages,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,16572129.1095886,16898.1603531866
167,530330099004013,43.100534699638,0,43.1020974,9900.4013,Block 4013,9900,99,1,502,Greater Duwamish,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,1,1877466.80136108,9950.64457480179
168,530330118022000,59.2675578539235,0,59.26847274,11802.2000,Block 2000,11802,118.02,1,204,Rainier Beach,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,2581705.14692688,9179.24050254959
169,530330063003000,193.701530819732,0,193.71233291,6300.3000,Block 3000,6300,63,1,0,Outside Villages,6.5,6,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",3,3,8437672.43310547,12934.4603530779
170,530330041013022,1.01094823042117,1.01090811,0,4101.3022,Block 3022,4101,41.01,0,0,Outside Villages,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",4,4,44037.0810852051,1991.454924583
171,530330078001027,2.76485013328695,2.76486211,0,7800.1027,Block 1027,7800,78,0,0,Outside Villages,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,120437.353515625,1959.62606164645
172,530330100013018,2.79261238424115,2.79278502,0,10001.3018,Block 3018,10001,100.01,0,111,Columbia City,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",2,2,121646.68208313,1457.3720279291
173,530330072032016,3.12249924171789,3.1226707,0,7203.2016,Block 2016,7203,72.03,0,412,Uptown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,136016.610992432,1490.60664730518
174,530330072012001,0.720814643470655,0.7208064,0,7201.2001,Block 2001,7201,72.01,0,413.1,Belltown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,31398.8114624023,963.72287677319
175,530330077004000,2.92204819694401,2.92226824,0,7700.4000,Block 4000,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,127284.928619385,1425.46618236862
176,530330077002011,1.43427336675974,1.43419963,0,7700.2011,Block 2011,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,62477.1977233887,1104.47185143076
177,530330079021005,4.49180317317937,4.49212872,0,7902.1005,Block 1005,7902,79.02,0,131,Madison-Miller,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,195663.728912354,1942.60809170746
178,530330062001038,5.62092924766038,5.62115321,0,6200.1038,Block 1038,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,244848.65737915,2538.53582338636
179,530330064001008,2.57090178541647,2.57113149,0,6400.1008,Block 1008,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,111988.929718018,1412.12520544831
180,530330077002005,2.12342301267167,2.12362364,0,7700.2005,Block 2005,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,92496.6764221191,1217.25709242302
181,530330077002008,6.78395837364409,6.78427824,0,7700.2008,Block 2008,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,295510.408843994,2741.32562665354
182,530330078002021,3.93396588026982,3.93416477,0,7800.2021,Block 2021,7800,78,0,0,Outside Villages,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,171364.239227295,1840.74291959444
183,530330090003001,1.68363292958202,1.68377607,0,9000.3001,Block 3001,9000,90,0,109,23rd & Union-Jackson,5.2,5,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",3,3,73339.3438110352,1067.04366647431
184,530330089003004,1.70539720679927,1.70552134,0,8900.3004,Block 3004,8900,89,0,109,23rd & Union-Jackson,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,74287.3994750977,1085.71605693767
185,530330089004011,9.19183299379309,9.19232017,0,8900.4011,Block 4011,8900,89,0,109,23rd & Union-Jackson,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,400397.84677124,3276.52271014445
186,530330068001027,4.27055986237302,4.2707223,0,6800.1027,Block 1027,6800,68,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,186026.331726074,1820.13221037829
187,530330067031009,4.20548878959801,4.20573358,0,6703.1009,Block 1009,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,183191.824462891,1828.29610735984
188,530330060001013,3.56621429854161,3.56647196,0,6000.1013,Block 1013,6000,60,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,155344.916229248,1831.51527560293
189,530330067022002,2.36513783439385,2.36529271,0,6702.2002,Block 2002,6702,67.02,0,312,South Lake Union,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,103025.816131592,1283.91273663511
190,530330067021013,2.3121404705513,2.31216505,0,6702.1013,Block 1013,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,100717.241760254,1269.56251083817
191,530330067023010,2.29298328995438,2.29313794,0,6702.3010,Block 3010,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,99882.7516174316,1264.2880895315
192,530330070011016,2.68281589545171,2.68307023,0,7001.1016,Block 1016,7001,70.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,116863.927886963,1370.39332883977
193,530330080032000,2.25875123516734,2.25879029,0,8003.2000,Block 2000,8003,80.03,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,98391.5973815918,1255.10651239944
194,530330071021009,0.457240029407581,0.45714495,0,7102.1009,Block 1009,7102,71.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,19917.4553833008,655.485521831642
195,530330070013005,3.05178935471575,3.05199856,0,7001.3005,Block 3005,7001,70.01,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,132936.476013184,1468.97803084525
196,530330080043018,0.433118499475913,0.43317573,0,8004.3018,Block 3018,8004,80.04,0,413.3,Commercial Core,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,18866.7172851563,1020.52024416352
197,530330068001015,2.13439287817557,2.13449628,0,6800.1015,Block 1015,6800,68,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,92974.5256652832,1219.96331373794
198,530330061004005,4.60330734790932,4.60357325,0,6100.4005,Block 4005,6100,61,0,107,Eastlake,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",4,3,200520.870178223,4356.39900949334
199,530330072022010,0.282897750059704,0.28293566,0,7202.2010,Block 2010,7202,72.02,0,413.2,Denny Triangle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,12323.0752563477,537.101602992485
200,530330111013009,2.36672269620618,2.36677534,0,11101.3009,Block 3009,11101,111.01,0,123,Othello,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",2,2,103094.853042603,1678.90751480232
201,530330117003021,4.45345532581078,4.45358028,0,11700.3021,Block 3021,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,193993.289962769,2072.20899529404
202,530330117002020,4.17497587193555,4.17509252,0,11700.2020,Block 2020,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,181862.676467896,1805.82030742355
203,530330111013011,5.85068760332005,5.85071411,0,11101.3011,Block 3011,11101,111.01,0,0,Outside Villages,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",2,2,254856.971450806,2080.31965523617
204,530330117002022,3.58338199848251,3.58352224,0,11700.2022,Block 2022,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,156092.744247437,1660.78941253218
205,530330117003020,1.44436077871134,1.44433095,0,11700.3020,Block 3020,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,62916.6071929932,1128.42515639771
206,530330111013003,3.23872769577758,3.23881023,0,11101.3003,Block 3003,11101,111.01,0,123,Othello,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",2,2,141079.542755127,1631.78255811176
207,530330099004058,2.65850845986704,2.65860679,0,9900.4058,Block 4058,9900,99,0,0,Outside Villages,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,1,115805.091751099,2487.31761263687
208,530330118013009,3.39305060316652,3.39300399,0,11801.3009,Block 3009,11801,118.01,0,204,Rainier Beach,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,147801.87550354,1804.81150904825
209,530330119012000,7.95995876757715,7.96000564,0,11901.2000,Block 2000,11901,119.01,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,346737.190872192,2440.51060139132
210,530330119023008,10.3271788221942,10.32727519,0,11902.3008,Block 3008,11902,119.02,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,449853.70892334,3151.63328214385
211,530330119023002,4.33893287938429,4.33892338,0,11902.3002,Block 3002,11902,119.02,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,189004.672241211,1872.6029320216
212,530330119023018,6.4551395910983,6.45513387,0,11902.3018,Block 3018,11902,119.02,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,281187.005325317,2337.01387253128
213,530330119022026,1.4073804208317,1.40751225,0,11902.2026,Block 2026,11902,119.02,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,61305.7363433838,1051.18239464168
